profil_id,age,sexe,region,serie_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P00207,18,F,Vakinankaratra,D,14.62,14.8,12.3,13.9,16.4,14.2,15.6,12.0,13.4,18.2,14.1,14.0,16.6,Anglais; EPS; Francais; Informatique,sens de l'observation; stratégie marketing et commerciale; gestion d'entreprise; rigueur; autonomie,Débat et droit; Actualité et politique,gère les comptes d'une association d'élèves; a occupé un petit job ou une activité rémunérée pendant les vacances,Analyste de marché,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00208,19,M,Androy,S,13.53,15.1,12.5,13.0,13.7,13.7,12.8,12.8,11.5,12.3,18.0,13.3,13.7,EPS; Francais; Informatique; Malgache; Mathematiques,"conception logicielle (UML, Merise); autonomie; créativité; gestion de projets informatiques",Technologie; Lecture,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; participe à des activités associatives ou de bénévolat,Développeur Full-Stack (Web & Mobile); travailler à l'international,Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00209,20,M,Melaky,D,6.53,8.9,12.3,5.5,2.6,7.0,9.5,4.3,4.4,5.9,6.5,7.3,4.2,Anglais; Economie; Mathematiques; Physique_Chimie,persévérance; maintenance industrielle pluridisciplinaire; autonomie; créativité; rigueur; conception assistée par ordinateur (AutoCAD),Industrie; Bénévolat associatif,a participé à un club informatique ou de robotique au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur en maintenance industrielle; Ingénieur en bureau d'études mécanique; avoir un métier stable,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,True,ESIIA
P00210,20,F,Bongolava,A2,9.18,8.3,11.1,10.0,11.8,10.7,10.5,5.9,8.4,10.1,10.3,5.4,7.6,Arts; Malgache; Physique_Chimie,persévérance; rigueur; gestion financière prévisionnelle; comptabilité générale et analytique; autonomie; esprit d'analyse,Gestion; Entrepreneuriat,a participé à un club de débat ou un simulacre de procès au lycée; a organisé une petite activité commerciale ou un projet associatif; participe à des activités associatives ou de bénévolat,Consultant en management; Analyste économique; contribuer au développement de Madagascar,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,True,FIC
P00211,19,F,Androy,D,11.57,12.6,13.4,9.5,13.5,11.0,10.4,10.5,9.9,9.1,8.9,16.8,13.2,Arts; EPS; Francais; Physique_Chimie,ingénierie des infrastructures routières et hydrauliques; esprit d'équipe; rigueur; sens de l'organisation,Construction; Musique,a visité un chantier de construction dans le cadre d'un stage d'observation; a réalisé des maquettes ou des plans de construction pour un projet scolaire,Conducteur de travaux; créer sa propre entreprise,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00212,18,M,Haute Matsiatra,D,9.8,11.7,9.2,11.8,8.5,9.3,8.9,9.1,11.0,8.5,9.8,10.3,9.5,Arts; Informatique; Mathematiques; Philosophie; SVT,normes HACCP et microbiologie; autonomie; persévérance; sens de l'organisation; biochimie et R&D,Nature; Animaux,s'occupe d'un petit élevage ou d'un jardin potager,Consultant en agroécologie; contribuer au développement de Madagascar,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,True,IAA
P00213,19,M,Haute Matsiatra,C,13.39,13.8,15.0,15.0,14.6,11.5,14.3,10.1,12.2,12.1,14.5,16.0,11.6,Francais; Physique_Chimie; SVT,développement web et mobile multimédia; curiosité; persévérance; design UI/UX,Réseaux sociaux et numérique,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Directeur artistique numérique / Motion Designer; Webmaster,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00214,18,F,Sofia,C,15.46,16.1,13.8,13.7,13.6,16.7,13.8,15.4,17.4,16.5,15.2,16.9,16.4,Arts; EPS; Economie; Malgache; Philosophie,créativité; normes HACCP et microbiologie; persévérance; sécurité alimentaire; biochimie et R&D,Santé; Nature; Musique,a participé à un club de sciences naturelles ou d'écologie; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur de production en industrie agroalimentaire; travailler à l'international,Laboratoire/Recherche,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00215,18,F,Analanjirofo,S,13.83,14.3,13.2,12.6,15.9,14.2,14.6,13.6,11.6,13.5,18.8,11.1,12.6,Anglais; Francais; Informatique; Mathematiques,"développement full-stack; sens de l'observation; créativité; conception logicielle (UML, Merise); persévérance; autonomie; programmation multi-langages (Java, C#, PHP, JavaScript)",Jeux vidéo; Musique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Développeur Full-Stack (Web & Mobile); créer sa propre entreprise,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00216,19,F,Atsimo-Andrefana,D,11.62,13.7,14.0,10.2,11.6,12.1,12.6,10.6,8.9,11.5,14.2,9.5,10.5,Anglais; Informatique; Mathematiques; Physique_Chimie,conception assistée par ordinateur (AutoCAD); curiosité; persévérance; gestion de production industrielle; autonomie,Mécanique; Industrie; Sport,aide régulièrement à l'entretien de véhicules en famille; a participé à un club de robotique ou de modélisme,Ingénieur en automatisation et robotique industrielle; Ingénieur en maintenance industrielle; travailler à l'international,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00217,17,M,Fitovinany,C,9.88,9.2,10.6,9.7,10.3,10.6,9.6,11.9,11.3,7.4,9.1,9.9,9.0,Francais; Histoire_Geo; Malgache; Philosophie; Physique_Chimie,créativité; analyse économique et économétrie; management stratégique; rigueur; persévérance,Économie; Gestion; Réseaux sociaux,s'intéresse à l'actualité économique et suit des chaînes d'information; a organisé une petite activité commerciale ou un projet associatif,Chef de projet; Planificateur stratégique,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00218,20,F,Diana,Technique,10.0,8.2,9.7,9.9,10.3,7.3,10.6,8.9,10.7,9.5,11.3,12.3,11.3,Arts; EPS; Informatique; Philosophie,rigueur; créativité; sens de l'organisation; autonomie; maintenance hardware et microcontrôleurs,Jeux vidéo; Réseaux sociaux et numérique; Lecture,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; pratique un sport en club depuis plusieurs années,Ingénieur système et réseau,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00219,20,M,Atsinanana,S,10.07,14.8,11.0,8.3,10.2,10.1,10.4,10.8,11.1,8.7,9.8,7.6,8.1,Histoire_Geo; Malgache; Mathematiques; Philosophie,autonomie; traitement de données massives (Big Data); créativité; sens de l'organisation; persévérance; machine learning et deep learning; analyse statistique et probabilités appliquées,Programmation; Musique,a monté et dépanné des ordinateurs pour son entourage; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; pratique un sport en club depuis plusieurs années,Data Analyst; travailler à l'international,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00220,18,M,Alaotra-Mangoro,D,12.38,11.5,10.3,11.1,14.2,11.2,17.1,12.8,10.6,13.1,9.6,12.5,14.5,Anglais; EPS; Economie; Francais,aisance relationnelle; curiosité; langues étrangères,Hôtellerie; Gastronomie; Sport,a effectué un stage d'observation dans un hôtel ou une agence de voyage; pratique l'anglais ou une autre langue étrangère en autodidacte; a occupé un petit job ou une activité rémunérée pendant les vacances,Gestionnaire de sites protégés; Organisateur d'événements (MICE); créer sa propre entreprise,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00221,20,F,Atsimo-Atsinanana,S,11.78,10.5,11.6,10.9,12.1,11.0,13.1,9.3,10.7,12.4,13.1,16.6,10.1,Anglais; Arts; Economie; Informatique,communication digitale et PAO; développement web et mobile multimédia; sens de l'observation; design UI/UX; rigueur; autonomie; esprit d'analyse,Robotique,a participé à un club informatique ou de robotique au lycée; participe à des activités associatives ou de bénévolat,Développeur multimédia,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00222,18,F,Androy,C,10.45,12.8,15.8,11.0,9.7,9.5,9.6,10.8,8.4,9.8,10.6,9.0,8.4,Histoire_Geo; Mathematiques; Physique_Chimie; SVT,persévérance; maintenance hardware et microcontrôleurs; robotique et domotique; sens de l'observation; aisance relationnelle; sens de l'organisation,Automobile et aéronautique; Technologie,a participé à un club de robotique ou de modélisme; a effectué un stage d'observation dans un atelier ou une usine,Ingénieur en électrotechnique,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,True,ESIIA
P00223,18,M,Vatovavy,L,9.1,7.7,7.8,9.2,11.6,10.6,8.3,9.3,8.5,10.9,5.6,7.9,11.8,EPS; Economie; Francais; Malgache,conception de produits touristiques; accueil et relation client; sens de l'organisation; persévérance,Gastronomie; Langues étrangères; Sport,pratique l'anglais ou une autre langue étrangère en autodidacte; aime cuisiner et découvrir des plats d'autres cultures,Chef de produit touristique; Gestionnaire de sites protégés,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00224,18,F,Fitovinany,D,11.9,13.2,14.5,11.5,10.5,11.0,11.2,9.5,13.5,12.0,11.4,15.1,9.4,Arts; Mathematiques; Philosophie; Physique_Chimie,esprit d'équipe; gestion de chantier; rigueur,Urbanisme; Architecture,aime dessiner des plans de maisons ou des croquis d'aménagement,Architecte junior; Entrepreneur en BTP,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,True,
P00225,19,M,Bongolava,D,10.95,13.8,9.9,11.5,11.8,9.6,11.4,12.7,10.7,13.8,8.1,10.0,8.1,Economie; Francais; Histoire_Geo; Mathematiques,esprit d'analyse; sens de l'observation; comptabilité générale et analytique; gestion de trésorerie; négociation et vente internationale,Débat et droit; Sport,s'intéresse à l'actualité économique et suit des chaînes d'information; a organisé une petite activité commerciale ou un projet associatif; participe à des activités associatives ou de bénévolat,Auditeur financier,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,True,CAA
P00226,19,F,Itasy,D,11.69,12.9,12.8,13.0,11.3,10.9,9.7,9.8,9.9,14.5,13.8,10.9,10.8,Informatique; SVT,autonomie; productions végétales et animales; créativité,Animaux; Nature,s'occupe d'un petit élevage ou d'un jardin potager; aide régulièrement dans l'exploitation agricole familiale,Responsable de production animale; avoir un poste à responsabilités,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00227,20,F,Ihorombe,Technique,12.18,12.0,13.3,13.7,11.9,13.5,11.4,10.8,10.5,11.9,13.4,12.9,10.9,Informatique; Physique_Chimie; SVT,ingénierie des infrastructures routières et hydrauliques; esprit d'équipe; persévérance; rigueur; conception architecturale (AutoCAD/ArchiCAD); gestion de chantier,Construction; Urbanisme; Réseaux sociaux,aime dessiner des plans de maisons ou des croquis d'aménagement,Entrepreneur en BTP; Ingénieur en Bureau d'Études; créer sa propre entreprise,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00228,19,F,Fitovinany,OSE,13.64,14.2,12.0,13.2,12.5,13.2,14.4,13.6,11.2,18.7,12.2,13.7,14.8,Anglais; EPS; Economie; Mathematiques,gestion d'entreprise; créativité; esprit d'analyse; stratégie marketing et commerciale,Débat et droit; Actualité et politique,a organisé une petite activité commerciale ou un projet associatif,Manager de PME/PMI,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00229,19,F,Atsimo-Andrefana,C,11.62,11.5,12.1,9.9,13.8,9.1,10.9,14.0,8.7,15.1,11.0,11.5,11.9,EPS; Economie; Francais; Histoire_Geo; Physique_Chimie,créativité; autonomie; persévérance; rédaction d'actes juridiques; rigueur,Actualité et politique; Réseaux sociaux,a participé à un club de débat ou un simulacre de procès au lycée; a organisé une petite activité commerciale ou un projet associatif,Chargé de conformité; Assistant juridique,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,True,EMP
P00230,20,M,Analamanga,C,15.23,18.0,12.3,14.9,14.9,15.1,14.7,15.4,14.2,20,14.0,12.9,16.4,EPS; Economie; Histoire_Geo,esprit d'équipe; sens de l'observation; audit financier; autonomie; comptabilité générale et analytique; aisance relationnelle; fiscalité d'entreprise,Économie; Entrepreneuriat; Lecture,a participé à un club de débat ou un simulacre de procès au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Auditeur financier,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P00231,18,M,Vatovavy,C,7.22,5.8,6.9,7.3,8.7,7.3,6.0,5.6,5.9,9.7,7.2,6.9,9.3,EPS; Economie; Francais; Malgache; SVT,curiosité; persévérance; zootechnie et pisciculture; agroécologie et agriculture biologique,Environnement,a réalisé un exposé scolaire sur la santé ou la biologie; a participé à un club de sciences naturelles ou d'écologie; pratique un sport en club depuis plusieurs années,Conseiller agricole; avoir un métier stable,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00232,19,F,Sofia,S,12.99,14.2,15.6,15.6,9.8,12.7,13.2,14.2,13.2,12.4,14.0,10.2,10.8,Mathematiques; Physique_Chimie; SVT,raffinage et pétrochimie; curiosité; esprit d'équipe; aisance relationnelle; créativité,Automobile et aéronautique; Électronique,a effectué un stage d'observation dans un atelier ou une usine; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur minier; contribuer au développement de Madagascar,Terrain/Extérieur,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00233,17,M,Atsinanana,L,14.21,13.3,13.5,14.6,14.0,14.5,14.4,12.2,15.8,15.0,12.4,15.7,15.1,Arts; Histoire_Geo; Philosophie,esprit d'équipe; créativité; management hôtelier et restauration; rigueur; gestion environnementale de sites touristiques,Langues étrangères; Lecture,a effectué un stage d'observation dans un hôtel ou une agence de voyage,Chef de produit touristique; Manager d'agence de voyage,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00234,19,F,Diana,D,11.42,13.1,8.0,11.4,10.7,7.9,12.2,12.5,10.9,17.2,11.3,9.3,12.5,Economie; Histoire_Geo; Mathematiques,négociation et vente internationale; stratégie marketing et commerciale; sens de l'observation; sens de l'organisation,Gestion; Lecture,a organisé une petite activité commerciale ou un projet associatif; s'intéresse à l'actualité économique et suit des chaînes d'information; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable commercial; Gestionnaire administratif et financier,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00235,18,F,Sofia,D,8.38,11.0,10.8,8.2,8.8,7.2,6.7,6.8,8.5,8.0,7.8,8.5,8.2,Francais; Mathematiques; Physique_Chimie,aisance relationnelle; rigueur; géotechnique; persévérance,Construction; Dessin et design,a visité un chantier de construction dans le cadre d'un stage d'observation; a réalisé des maquettes ou des plans de construction pour un projet scolaire,Ingénieur en Bureau d'Études; Ingénieur en génie civil,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00236,19,F,Anosy,D,11.22,9.8,14.8,12.9,11.8,11.3,10.1,9.5,13.1,10.0,12.1,9.8,9.4,Philosophie; Physique_Chimie; SVT,créativité; autonomie; aisance relationnelle; transformation agroalimentaire; sens de l'organisation,Nature; Environnement,s'occupe d'un petit élevage ou d'un jardin potager,Consultant qualité,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00237,19,F,Bongolava,D,12.49,16.9,13.7,12.1,11.2,13.6,10.0,12.3,11.0,10.3,11.2,15.5,12.1,Arts; Malgache; Mathematiques; Physique_Chimie,créativité; géotechnique; sens de l'organisation,Dessin et design; Architecture; Sport,aime dessiner des plans de maisons ou des croquis d'aménagement; a réalisé des maquettes ou des plans de construction pour un projet scolaire,Architecte junior,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00238,18,M,Fitovinany,S,10.93,9.8,8.6,12.6,13.0,10.4,10.9,10.5,10.7,8.4,13.0,12.0,11.2,Francais; Informatique; SVT,production et montage audiovisuel; autonomie; développement web et mobile multimédia; aisance relationnelle,Robotique; Programmation,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; pratique un sport en club depuis plusieurs années,Directeur artistique numérique / Motion Designer; Ingénieur en technologies de la communication,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00239,18,M,Melaky,S,11.87,10.6,11.2,11.7,10.9,11.5,9.3,11.5,11.4,13.2,14.9,11.0,15.2,EPS; Economie; Informatique,esprit d'équipe; sens de l'organisation; production et montage audiovisuel; sens de l'observation,Réseaux sociaux et numérique; Technologie,a participé à un club informatique ou de robotique au lycée; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a occupé un petit job ou une activité rémunérée pendant les vacances,Développeur multimédia,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00240,17,M,Haute Matsiatra,A1,14.03,15.6,12.9,13.8,14.9,15.6,15.1,14.6,10.9,13.4,11.7,15.6,14.2,Arts; Malgache; Mathematiques,accueil et relation client; management hôtelier et restauration; sens de l'organisation; créativité; aisance relationnelle; langues étrangères; autonomie,Voyage; Gastronomie; Réseaux sociaux,pratique l'anglais ou une autre langue étrangère en autodidacte; a effectué un stage d'observation dans un hôtel ou une agence de voyage,Gestionnaire de sites protégés,Contact clientèle/Relationnel,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00241,18,F,Amoron'i Mania,S,12.27,11.7,16.4,13.0,10.6,9.6,11.7,13.7,13.6,9.9,13.8,10.7,12.5,Histoire_Geo; Informatique; Philosophie; Physique_Chimie; SVT,"administration de réseaux (GSM, TCP/IP); maintenance hardware et microcontrôleurs; robotique et domotique; sens de l'observation; persévérance; esprit d'analyse; créativité",Robotique; Technologie; Lecture,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a participé à un club informatique ou de robotique au lycée; participe à des activités associatives ou de bénévolat,Spécialiste en maintenance de systèmes informatisés,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00242,19,M,Vatovavy,A2,13.68,15.7,14.8,14.2,12.0,10.7,13.2,13.7,12.8,17.2,15.4,10.9,13.6,Economie; Informatique; Mathematiques; Physique_Chimie,rigueur; stratégie marketing et commerciale; analyse financière et gestion budgétaire; aisance relationnelle; créativité,Gestion; Sport,a participé à un club de débat ou un simulacre de procès au lycée; gère les comptes d'une association d'élèves,Responsable export; travailler à l'international,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00243,17,F,Melaky,A2,10.55,11.5,9.9,10.4,6.7,9.0,10.0,13.3,10.8,12.9,10.1,12.0,10.0,Arts; Histoire_Geo; Mathematiques,analyse économique et économétrie; autonomie; sens de l'observation,Actualité et politique,a organisé une petite activité commerciale ou un projet associatif,Chef de projet; Planificateur stratégique,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00244,18,M,Menabe,S,11.82,14.8,12.7,11.6,9.8,11.2,10.0,10.6,11.5,13.2,13.9,10.2,12.4,EPS; Economie; Informatique; Mathematiques; Physique_Chimie,curiosité; traitement du signal et automatique; esprit d'équipe,Jeux vidéo; Technologie; Musique,a monté et dépanné des ordinateurs pour son entourage; a participé à un club informatique ou de robotique au lycée,Expert en systèmes embarqués et IoT; Spécialiste en maintenance de systèmes informatisés,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00245,17,M,Fitovinany,Technique,14.01,16.0,18.2,11.7,14.6,11.1,14.9,13.9,11.2,14.6,16.5,12.9,12.5,Anglais; Francais; Informatique; Mathematiques; Physique_Chimie,maintenance industrielle pluridisciplinaire; gestion de production industrielle; sens de l'organisation; rigueur; traitement du signal et automatique; autonomie; esprit d'équipe,Industrie,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; pratique un sport en club depuis plusieurs années,Ingénieur en télécommunications,Mixte/Itinérant,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",True,EMII
P00246,18,M,Melaky,Technique,9.68,11.0,12.7,7.8,9.5,11.0,7.9,6.9,8.7,7.5,10.6,12.1,10.4,Arts; EPS; Malgache; Physique_Chimie,gestion de chantier; aisance relationnelle; rigueur; calcul de structures (RDM); esprit d'équipe; créativité; géotechnique,Architecture,aime dessiner des plans de maisons ou des croquis d'aménagement; a réalisé des maquettes ou des plans de construction pour un projet scolaire; participe à des activités associatives ou de bénévolat,Ingénieur en Bureau d'Études,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00247,18,M,Sava,Technique,11.87,13.2,13.4,11.2,11.9,10.7,12.4,8.6,10.1,11.3,12.7,14.0,12.9,Arts; EPS; Mathematiques; Physique_Chimie,esprit d'analyse; rédaction d'actes juridiques; gestion des litiges commerciaux; rigueur; droit foncier et minier,Entrepreneuriat; Sport,a organisé une petite activité commerciale ou un projet associatif; s'intéresse à l'actualité économique et suit des chaînes d'information; participe à des activités associatives ou de bénévolat,Expert en contentieux d'affaires; Assistant juridique; avoir un métier stable,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00248,20,M,Vatovavy,A2,12.76,11.1,12.5,14.5,12.1,14.5,10.4,17.8,11.3,14.5,10.3,13.4,10.7,Arts; Economie; Histoire_Geo; Malgache; SVT,agroécologie et agriculture biologique; curiosité; créativité; aisance relationnelle,Nature; Lecture,a participé à un club de sciences naturelles ou d'écologie,Ingénieur Agronome; Responsable de projet développement rural,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00249,17,F,Bongolava,S,11.88,12.8,13.4,11.8,11.1,13.2,13.9,10.6,13.4,8.5,13.3,11.1,9.4,Anglais; Informatique; Malgache; Philosophie; Physique_Chimie,rigueur; esprit d'équipe; autonomie; droit des contrats et des sociétés,Entrepreneuriat; Économie; Lecture,gère les comptes d'une association d'élèves,Expert en contentieux d'affaires; Juriste d'affaires; avoir un poste à responsabilités,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00250,20,F,Analanjirofo,D,11.5,9.9,10.2,9.8,12.8,13.6,8.6,10.9,13.4,12.9,12.8,12.0,11.1,Francais; Informatique; Malgache; Philosophie,fiscalité d'entreprise; aisance relationnelle; analyse économique et économétrie; pilotage et planification de projets; créativité,Entrepreneuriat; Gestion; Bénévolat associatif,a participé à un club de débat ou un simulacre de procès au lycée; s'intéresse à l'actualité économique et suit des chaînes d'information; participe à des activités associatives ou de bénévolat,Analyste économique; Planificateur stratégique; créer sa propre entreprise,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,True,FIC
P00251,19,F,Boeny,D,14.01,13.8,11.4,15.0,12.3,13.7,15.7,14.2,15.0,12.4,14.2,15.7,14.7,Anglais; Arts; EPS; Philosophie; SVT,conception de produits touristiques; esprit d'équipe; créativité; sens de l'observation; management hôtelier et restauration,Cultures du monde; Gastronomie; Lecture,a organisé un voyage ou un événement pour son groupe d'amis; pratique l'anglais ou une autre langue étrangère en autodidacte,Directeur d'établissement hôtelier; Manager d'agence de voyage,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00252,19,M,Vatovavy,C,11.43,12.9,16.1,9.0,10.7,9.5,12.2,9.5,10.1,11.2,10.7,11.5,13.8,EPS; Mathematiques; Physique_Chimie,"automatismes (Grafcet, automates); maintenance industrielle pluridisciplinaire; persévérance; rigueur; curiosité; électronique de puissance",Bricolage,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; pratique un sport en club depuis plusieurs années,Ingénieur en automatisation et robotique industrielle; Ingénieur en bureau d'études mécanique; avoir un métier stable,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00253,20,M,Fitovinany,C,13.47,15.3,17.0,13.4,12.9,15.1,13.6,11.6,11.4,13.0,13.5,13.2,11.7,Anglais; Histoire_Geo; Malgache; Physique_Chimie,traitement du signal et automatique; curiosité; esprit d'analyse; maintenance hardware et microcontrôleurs; autonomie; sens de l'organisation,Robotique; Réseaux sociaux,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Spécialiste en maintenance de systèmes informatisés,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00254,17,M,Vatovavy,A2,8.18,6.4,6.0,7.0,9.8,7.5,7.9,8.8,6.9,8.5,12.3,11.2,5.9,Arts; Francais; Informatique,curiosité; design UI/UX; développement web et mobile multimédia; communication digitale et PAO; esprit d'équipe,Technologie; Programmation; Bénévolat associatif,a monté et dépanné des ordinateurs pour son entourage; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Spécialiste en communication digitale / Community Manager; Ingénieur en technologies de la communication,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00255,19,F,Menabe,S,10.89,11.8,15.3,8.1,9.9,10.5,10.2,11.1,8.9,10.5,15.1,8.9,10.4,Histoire_Geo; Informatique; Mathematiques; Physique_Chimie,robotique et domotique; rigueur; esprit d'équipe; autonomie; aisance relationnelle; maintenance hardware et microcontrôleurs,Réseaux sociaux et numérique; Musique,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a participé à un club informatique ou de robotique au lycée; participe à des activités associatives ou de bénévolat,Spécialiste en robotique et domotique,Mixte/Itinérant,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00256,19,F,Haute Matsiatra,D,14.68,18.8,19.6,11.3,11.0,10.2,16.2,16.3,14.9,13.3,11.7,19.0,13.8,Anglais; Arts; Histoire_Geo; Mathematiques; Physique_Chimie,esprit d'équipe; géotechnique; autonomie; calcul de structures (RDM); rigueur; aisance relationnelle,Architecture; Dessin et design; Sport,a réalisé des maquettes ou des plans de construction pour un projet scolaire; a visité un chantier de construction dans le cadre d'un stage d'observation,Conducteur de travaux; avoir un poste à responsabilités,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,True,
P00257,20,M,Atsimo-Andrefana,C,11.14,11.7,10.6,13.5,12.1,9.4,10.3,10.2,8.5,13.4,12.5,11.3,10.2,Economie; Francais; Informatique; Mathematiques; SVT,analyse statistique et probabilités appliquées; esprit d'équipe; rigueur; autonomie; aisance relationnelle; business intelligence,Programmation; Réseaux sociaux et numérique; Réseaux sociaux,a monté et dépanné des ordinateurs pour son entourage,Data Scientist; Ingénieur Machine Learning,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
