source,relation,target
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Deep_Learning
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Travail_Audiovisuel
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Ingenieur_en_maintenance_industrielle_Responsable_Maintenance
Competence_Culture_industrielle_de_rente,estRequisePour,Metier_Manager_de_filiere_agricole
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Mathematique_financiere
Etudiant_P00218,possede,Competence_sens_de_l_organisation
Etudiant_P00460,estOrienteVers,Parcours_Tourisme_Environnement_et_Hotellerie
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Metallurgie
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Management
Etudiant_P00156,aCentreInteret,Interet_Animaux
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Pascal
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_C
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,necessite,Prerequis_Baccalaureat_serie_S
Etudiant_P00550,prefere,Matiere_Physique_Chimie
Etudiant_P00975,prefere,Matiere_Economie
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,developpe,Competence_Administration_et_optimisation_de_bases_de_donnees_SGBDR
Parcours_Electromecanique_et_Informatique_Industrielle,necessite,Prerequis_Technique_industrielle
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Management
Etudiant_P00957,possede,Competence_perseverance
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Art_culinaire
Etudiant_P01317,estOrienteVers,Parcours_Tourisme_Environnement_et_Hotellerie
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Hydraulique_routiere
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Zootechnie
Etudiant_P00630,aSerieBac,Prerequis_Baccalaureat_serie_SS
Etudiant_P00278,prefere,Matiere_Physique_Chimie
Etudiant_P00156,prefere,Matiere_Mathematiques
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Machine_Learning
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Baccalaureat_serie_S
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Organisation
Etudiant_P00975,prefere,Matiere_Physique_Chimie
Etudiant_P00464,aCentreInteret,Interet_Sport
Etudiant_P01592,possede,Competence_creativite
Etudiant_P01479,prefere,Matiere_Francais
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Scientifique
Etudiant_P01067,aSerieBac,Prerequis_Baccalaureat_serie_TPFM
Parcours_Economie_et_Management_de_Projet,prepareA,Metier_Planificateur_strategique_Business_Analyst
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,appartientAMention,Mention_Informatique_et_Telecommunications
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Crevetticulture
Parcours_Tourisme_Environnement_et_Hotellerie,developpe,Competence_Management_operationnel_et_strategique_en_hotellerie_et_restauration
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_GLCIA
Etudiant_P01067,aCentreInteret,Interet_Programmation
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,developpe,Competence_Formulation_fabrication_et_controle_de_produits_pharmaceutiques
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_C
Etudiant_P01479,prefere,Matiere_Arts
Parcours_Tourisme_Environnement_et_Hotellerie,prepareA,Metier_Responsable_ecotourisme_Consultant_en_developpement_durable
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,prepareA,Metier_Specialiste_en_communication_digitale_Community_Manager
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,developpe,Competence_Analyse_statistique_complexe_et_probabilites_appliquees
Etudiant_P00199,possede,Competence_creativite
Etudiant_P00382,prefere,Matiere_Informatique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Processus_Stochastique
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,prepareA,Metier_Administrateur_de_bases_de_donnees
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Econometrie
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Mecanique_appliquee
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Mecanique_analytique
Parcours_Genie_Civil_et_Architecture,developpe,Competence_Dimensionnement_et_calcul_de_structures_RDM_Elements_finis
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Cartographie
Etudiant_P01335,prefere,Matiere_Malgache
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Structure_de_donnees
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Theorie_des_jeux
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Global_System_for_Mobile_Communication
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Quantique
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Systemes_Multi_Agents
Etudiant_P00305,prefere,Matiere_EPS
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Decisionnelle
Parcours_Industries_Agroalimentaires,enseigne,Matiere_emballage_alimentaire
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Constructions_Metalliques
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_rurale
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,prepareA,Metier_Ingenieur_en_genie_des_procedes_chimiques
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Architecture
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Civilisation_appliquee
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biologie_Animale
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Cryptographie
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Ingenieur_en_automatisation_et_robotique_industrielle
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Economie_mathematique
Etudiant_P00218,estOrienteVers,Parcours_Economie_et_Management_de_Projet
Competence_Gestion_d_exploitation_agricole,estRequisePour,Metier_Chef_d_exploitation
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Technique_genie_civil_BTP
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Management
Etudiant_P00495,aCentreInteret,Interet_Benevolat_associatif
Etudiant_P00493,prefere,Matiere_Economie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Langage_C
Etudiant_P00199,possede,Competence_sens_de_l_observation
Parcours_Agriculture_et_Elevage,prepareA,Metier_Responsable_de_production_animale_Elevage_Aviculture_Apiculture
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Plantes_medicales
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Economie_de_l_environnement
Etudiant_P01185,possede,Competence_autonomie
Etudiant_P01225,prefere,Matiere_SVT
Etudiant_P00550,aCentreInteret,Interet_Sante
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Physiopathologie
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Microbiologie_medicale
Etudiant_P00156,aSerieBac,Prerequis_Baccalaureat_serie_TAG
Etudiant_P00488,possede,Competence_creativite
Parcours_Industries_Agroalimentaires,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Thermochimie
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Technique_genie_civil_BTP
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,developpe,Competence_Gestion_des_litiges_commerciaux_contentieux_et_procedures_collectives
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,developpe,Competence_Redaction_d_actes_juridiques_de_contrats_commerciaux_et_sociaux
Etudiant_P00826,aCentreInteret,Interet_Reseaux_sociaux_et_numerique
Etudiant_P01545,aCentreInteret,Interet_Jeux_video
Parcours_Commerce_et_Administration_des_Affaires,appartientAMention,Mention_Droit_et_Techniques_des_Affaires
Parcours_Finances_et_Comptabilite,developpe,Competence_Audit_financier_et_controle_de_gestion_approfondi
Etudiant_P00410,prefere,Matiere_Malgache
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Amenagement_aeroportuaire
Etudiant_P00493,aSerieBac,Prerequis_Baccalaureat_serie_A1
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Port
Competence_Genie_fermentaire_Pectines,estRequisePour,Metier_Specialiste_en_procedes_industriels
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Machine_Learning
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Comptabilite_financiere
Etudiant_P00803,prefere,Matiere_Informatique
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Technologie_ferroviaire
Etudiant_P00003,aCentreInteret,Interet_Musique
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Choix_d_investissement
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Gestion_de_Projet
Parcours_Commerce_et_Administration_des_Affaires,necessite,Prerequis_Baccalaureat_serie_L
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,prepareA,Metier_Specialiste_en_maintenance_de_systemes_informatises
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Ecologie_animale
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Technologie_des_froids
Etudiant_P00199,aSerieBac,Prerequis_Baccalaureat_serie_D
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Microbiologie_alimentaire
Parcours_Genie_Civil_et_Architecture,prepareA,Metier_Ingenieur_en_Bureau_d_Etudes_Structure_Dimensionnement
Etudiant_P01592,aCentreInteret,Interet_Programmation
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Base_de_Donnees
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,prepareA,Metier_Specialiste_en_robotique_et_domotique
Etudiant_P00803,aSerieBac,Prerequis_Baccalaureat_serie_TAMB
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Moteur_a_combustion_interne
Competence_Planification_strategique,estRequisePour,Metier_Consultant_en_strategie_economique
Etudiant_P00382,aCentreInteret,Interet_Actualite_et_politique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_JavaScript
Etudiant_P00975,possede,Competence_esprit_d_equipe
Etudiant_P00488,aCentreInteret,Interet_Entrepreneuriat
Etudiant_P01127,possede,Competence_sens_de_l_observation
Etudiant_P01067,prefere,Matiere_Informatique
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Thermo_physique
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Marketing_International
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Allemand
Competence_Amenagement_urbain_portuaire,estRequisePour,Metier_Urbaniste_Expert_amenagement
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Fiscalite
Etudiant_P01210,prefere,Matiere_SVT
Parcours_Tourisme_et_Environnement,provientDeSource,Source_ISPM_Conditions_d_acces_en_premiere_annee
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Marketing_International
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Baccalaureat_serie_A2
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Algorithme
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Informatique
Parcours_Commerce_et_Administration_des_Affaires,prepareA,Metier_Administrateur_des_ventes_Responsable_export
Etudiant_P00382,possede,Competence_sens_de_l_organisation
Etudiant_P00978,prefere,Matiere_Informatique
Parcours_Industries_Agroalimentaires,developpe,Competence_Pilotage_des_procedes_de_transformation_agroalimentaire_cafe_cacao_lait
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Theorie_des_jeux
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Fabrication_mecanique
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Introduction_au_droit
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Mecanique_des_fluides
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,prepareA,Metier_Technicien_ou_Ingenieur_de_laboratoire_medical_industriel
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Unified_Modeling_Language
Etudiant_P01479,aCentreInteret,Interet_Benevolat_associatif
Parcours_Electromecanique_et_Informatique_Industrielle,developpe,Competence_Conception_et_programmation_de_systemes_automatises_Grafcet_Automates
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_social
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,appartientAMention,Mention_Droit_et_Techniques_des_Affaires
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Physiologie_animale
Etudiant_P01348,possede,Competence_curiosite
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Theorie_des_Signales
Competence_Administration_SGBDR,estRequisePour,Metier_Administrateur_de_bases_de_donnees
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Maintenance_des_Systemes_Informatiques
Etudiant_P00433,estOrienteVers,Parcours_Commerce_et_Administration_des_Affaires
Etudiant_P00464,prefere,Matiere_Francais
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_administratif
Etudiant_P01296,possede,Competence_sens_de_l_organisation
Etudiant_P00464,possede,Competence_creativite
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_C
Etudiant_P01545,possede,Competence_curiosite
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_des_biens
Etudiant_P01139,prefere,Matiere_Economie
Etudiant_P01127,aCentreInteret,Interet_Gestion
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Reseaux_de_Neurones_Artificiels
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biologie_vegetale
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,provientDeSource,Source_ISPM_Conditions_d_acces_en_premiere_annee
Etudiant_P00003,estOrienteVers,Parcours_Economie_et_Management_de_Projet
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Pharmacotechnie
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Genetique
Etudiant_P00475,prefere,Matiere_SVT
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Immunopathologie
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Bio_Informatique
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Physiologie_Animale
Etudiant_P00826,prefere,Matiere_Anglais
Etudiant_P00218,aCentreInteret,Interet_Lecture
Etudiant_P01247,prefere,Matiere_Philosophie
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Macroeconomie
Etudiant_P00488,possede,Competence_perseverance
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,provientDeSource,Source_ISPM_Presentation_generale
Parcours_Tourisme_et_Environnement,necessite,Prerequis_Baccalaureat_serie_A2
Etudiant_P00460,aCentreInteret,Interet_Langues_etrangeres
Etudiant_P00460,prefere,Matiere_Histoire_Geo
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Microbiologie
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,prepareA,Metier_Chef_de_projet_informatique
Etudiant_P00199,prefere,Matiere_SVT
Parcours_Finances_et_Comptabilite,developpe,Competence_Analyse_des_etats_financiers_et_aide_a_la_decision_d_investissement
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_internationale
Etudiant_P00488,estOrienteVers,Parcours_Droit_et_Techniques_Juridiques_des_Affaires
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Mecanique_analytique
Parcours_Genie_Civil_et_Architecture,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Cybersecurite
Parcours_Genie_Civil_et_Architecture,provientDeSource,Source_ISPM_Presentation_generale
Etudiant_P00464,possede,Competence_sens_de_l_observation
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_SGBDR
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_phytochimie
Etudiant_P01592,prefere,Matiere_Informatique
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Gestion_d_entreprise
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Pascal
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Java
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biologie_Vegetale
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,appartientAMention,Mention_Informatique_et_Telecommunications
Etudiant_P01348,estOrienteVers,Parcours_Commerce_et_Administration_des_Affaires
Competence_Machine_Learning_Data_Science,estRequisePour,Metier_Data_Scientist
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,prepareA,Metier_Ingenieur_Machine_Learning_Consultant_IA
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,prepareA,Metier_Analyste_Big_Data_Data_Architect
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_commercial
Parcours_Tourisme_Environnement_et_Hotellerie,provientDeSource,Source_ISPM_Conditions_d_acces_en_premiere_annee
Etudiant_P00475,aCentreInteret,Interet_Musique
Etudiant_P00402,prefere,Matiere_Informatique
Etudiant_P00433,prefere,Matiere_Physique_Chimie
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_S
Parcours_Commerce_et_Administration_des_Affaires,necessite,Prerequis_Baccalaureat_serie_D
Etudiant_P00515,prefere,Matiere_Informatique
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Management
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Codage
Parcours_Tourisme_Environnement_et_Hotellerie,prepareA,Metier_Chef_de_produit_touristique_Concepteur_de_circuits
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Elasticite_et_plasticite
Etudiant_P00493,possede,Competence_sens_de_l_observation
Parcours_Genie_Civil_et_Architecture,necessite,Prerequis_Baccalaureat_serie_S
Etudiant_P00550,possede,Competence_aisance_relationnelle
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,developpe,Competence_Maitrise_de_la_pharmacologie_moleculaire_cellulaire_et_des_grandes_fonctions
Parcours_Commerce_et_Administration_des_Affaires,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Parcours_Commerce_et_Administration_des_Affaires,provientDeSource,Source_ISPM_Presentation_generale
Parcours_Tourisme_Environnement_et_Hotellerie,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Competence_Droit_des_contrats_Societes,estRequisePour,Metier_Juriste_d_entreprise
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_foncier
Parcours_Tourisme_Environnement_et_Hotellerie,provientDeSource,Source_ISPM_Presentation_generale
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,necessite,Prerequis_Baccalaureat_serie_A2
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Mathematique_financiere
Etudiant_P01067,possede,Competence_rigueur
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Merise
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Chimie_organique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Combinatoire_et_probabilites
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Baccalaureat_serie_A1
Parcours_Industries_Agroalimentaires,developpe,Competence_Maitrise_de_la_securite_sanitaire_et_normes_qualite_HACCP_ISO
Etudiant_P00464,aSerieBac,Prerequis_Baccalaureat_serie_TPFM
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_de_la_communication
Etudiant_P01296,aSerieBac,Prerequis_Baccalaureat_serie_TGI
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,prepareA,Metier_Statisticien_financier_Actuaire
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Pharmacologie_moleculaire
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Amenagement_portuaire
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Microcontroleur
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Capteurs
Parcours_Agriculture_et_Elevage,prepareA,Metier_Responsable_de_projet_developpement_rural_ONG_FAO_FIDA
Etudiant_P01225,estOrienteVers,Parcours_Electromecanique_et_Informatique_Industrielle
Parcours_Commerce_et_Administration_des_Affaires,necessite,Prerequis_Baccalaureat_serie_S
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,developpe,Competence_Expertise_en_droit_foncier_minier_de_la_communication_et_des_douanes
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Systemes_Multi_Agents
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Maintenance_des_batiments
Parcours_Electromecanique_et_Informatique_Industrielle,developpe,Competence_Conception_assistee_par_ordinateur_AutoCAD_et_dimensionnement_mecanique
Etudiant_P00464,possede,Competence_perseverance
Etudiant_P00826,prefere,Matiere_Arts
Etudiant_P00156,estOrienteVers,Parcours_Industries_Agroalimentaires
Etudiant_P01247,prefere,Matiere_Malgache
Etudiant_P00550,prefere,Matiere_Anglais
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,prepareA,Metier_Tous_les_metiers_du_secteur_IT_Mention_Informatique_Telecommunications
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Gestion_previsionnelle
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Grafcet
Etudiant_P01317,prefere,Matiere_Malgache
Etudiant_P00493,estOrienteVers,Parcours_Commerce_et_Administration_des_Affaires
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Gestion_budgetaire
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_des_douanes
Etudiant_P00460,aSerieBac,Prerequis_Baccalaureat_serie_SS
Etudiant_P00493,aCentreInteret,Interet_Gestion
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Agriculture_biologique
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_OSE
Etudiant_P01348,aCentreInteret,Interet_Musique
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_constitutionnel
Etudiant_P01545,prefere,Matiere_Physique_Chimie
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Cybersecurite
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,prepareA,Metier_Charge_de_conformite_Compliance_Officer
Etudiant_P00493,possede,Competence_perseverance
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Technique_agricole_elevage
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_civil
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Elasticite_et_plasticite
Etudiant_P00047,prefere,Matiere_Francais
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Baccalaureat_serie_OSE
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Nutrition_humaine
Competence_Toxicologie_Securite_alimentaire,estRequisePour,Metier_Auditeur_sanitaire
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Thermophysique
Parcours_Agriculture_et_Elevage,necessite,Prerequis_Baccalaureat_serie_S
Competence_Pharmacologie_Galenique,estRequisePour,Metier_Ingenieur_formulation
Etudiant_P00475,prefere,Matiere_Philosophie
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Biologie_Cellulaire
Etudiant_P00305,aSerieBac,Prerequis_Baccalaureat_serie_TOM
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_PHP
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Technique_agricole_elevage
Etudiant_P01067,estOrienteVers,Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle
Competence_Architecture_ARCHICAD,estRequisePour,Metier_Concepteur_Collaborateur_d_architecte
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Politique_economique
Competence_Modelisation_UML_Merise,estRequisePour,Metier_Analyste_Programmeur_Concepteur
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,developpe,Competence_Traitement_du_signal_automatique_et_robotique_industrielle
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Techno_Restau
Etudiant_P00803,prefere,Matiere_SVT
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Dessin
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,prepareA,Metier_Chercheur_en_biotechnologie_vegetale_et_sante
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Biologie_cellulaire
Parcours_Electromecanique_et_Informatique_Industrielle,developpe,Competence_Gestion_de_la_production_et_supervision_de_processus_industriels
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Scientifique
Etudiant_P01335,prefere,Matiere_Mathematiques
Etudiant_P00410,prefere,Matiere_Histoire_Geo
Etudiant_P01479,possede,Competence_rigueur
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Arboriculture_fruitiere
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Informatique_Quantique
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,prepareA,Metier_Ingenieur_en_telecommunications
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Automatique
Parcours_Finances_et_Comptabilite,developpe,Competence_Expertise_en_comptabilite_generale_analytique_et_financiere
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_des_suretes
Etudiant_P01210,estOrienteVers,Parcours_Pharmacologie_et_Industries_Pharmaceutiques
