id,label,type
Metier_Chef_de_produit_marketing,Chef de produit marketing,Metier
Matiere_Informatique,Informatique,Matiere
Competence_Econometrie_Analyse_economique,Économétrie & Analyse économique,CompetenceDisciplinaire
Metier_Ingenieur_Agronome_Gestionnaire_d_exploitation_agricole,Ingénieur Agronome / Gestionnaire d'exploitation agricole,Metier
Etudiant_P00382,P00382,Etudiant
Prerequis_Baccalaureat_serie_CCBTP,Baccalauréat série CCBTP,Prerequis
Metier_Responsable_controle_qualite_et_affaires_reglementaires,Responsable contrôle qualité et affaires réglementaires,Metier
Matiere_Reseaux_de_Neurones_Artificiels,Réseaux de Neurones Artificiels,Matiere
Etudiant_P01210,P01210,Etudiant
Competence_Conception_architecturale_et_dessin_technique_assiste_AutoCAD_ArchiCAD,Conception architecturale et dessin technique assisté (AutoCAD/ArchiCAD),CompetenceDisciplinaire
Metier_Responsable_de_site_protege,Responsable de site protégé,Metier
Matiere_Methodologie_des_recherches_experimentales,Methodologie des recherches experimentales,Matiere
Matiere_Chimie_Minerale,Chimie Minérale,Matiere
Competence_Maitrise_des_outils_d_analyse_economique_et_econometrie,Maîtrise des outils d'analyse économique et économétrie,CompetenceDisciplinaire
Matiere_Reseaux_informatiques,Réseaux informatiques,Matiere
Metier_Technicien_superieur_Ingenieur_de_laboratoire_d_analyses,Technicien supérieur / Ingénieur de laboratoire d'analyses,Metier
Competence_Communication_digitale,Communication digitale,CompetenceDisciplinaire
Matiere_Architecture,Architecture,Matiere
Matiere_Maintenance_des_Systemes_Informatiques,Maintenance des Systèmes Informatiques,Matiere
Parcours_Tourisme_Environnement_et_Hotellerie,"Tourisme, Environnement et Hôtellerie",Parcours
Matiere_Amenagement_hydrogricole,Aménagement hydrogricole,Matiere
Matiere_Crevetticulture,Crevetticulture,Matiere
Matiere_Procedure_penale,Procedure pénale,Matiere
Matiere_Culture_des_plantes,Culture des plantes,Matiere
Metier_Expert_en_systemes_embarques_et_IoT,Expert en systèmes embarqués et IoT,Metier
Interet_Gastronomie,Gastronomie,CentreInteret
Etudiant_P00515,P00515,Etudiant
Competence_esprit_d_analyse,esprit d'analyse,CompetenceTransversale
Etudiant_P00003,P00003,Etudiant
Competence_Procedure_penale_Contentieux,Procédure pénale & Contentieux,CompetenceDisciplinaire
Metier_Expert_en_contentieux,Expert en contentieux,Metier
Matiere_HTML_CSS,HTML/CSS,Matiere
Etudiant_P00402,P00402,Etudiant
Metier_Ingenieur_de_laboratoire,Ingénieur de laboratoire,Metier
Prerequis_Baccalaureat_serie_SS,Baccalauréat série SS,Prerequis
Metier_Responsable_de_production_animale_Elevage_Aviculture_Apiculture,Responsable de production animale (Élevage / Aviculture / Apiculture),Metier
Matiere_Thermophysique,Thermophysique,Matiere
Matiere_Chimie_verte,Chimie verte,Matiere
Metier_Expert_en_agri_business_Entrepreneur_agricole,Expert en agri-business / Entrepreneur agricole,Metier
Matiere_Enzymologie,Enzymologie,Matiere
Prerequis_Baccalaureat_serie_ACTC,Baccalauréat série ACTC,Prerequis
Interet_Entrepreneuriat,Entrepreneuriat,CentreInteret
Metier_Developpeur_multimedia_Webmaster,Développeur multimédia / Webmaster,Metier
Metier_Expert_en_securite_alimentaire_Consultant_qualite,Expert en sécurité alimentaire / Consultant qualité,Metier
Matiere_Eco_marine,Eco marine,Matiere
Matiere_Institutions_financieres,Institutions financières,Matiere
Competence_Droit_de_travail_Social,Droit de travail & Social,CompetenceDisciplinaire
Matiere_Mecanique_des_fluides,Mécanique des fluides,Matiere
Competence_Developpement_web_multimedia,Développement web multimédia,CompetenceDisciplinaire
Etudiant_P00493,P00493,Etudiant
Matiere_Geodynamique_Miniere,Géodynamique Minière,Matiere
Matiere_Technologie_des_pectines,Technologie des pectines,Matiere
Metier_Infographiste_Monteur_Video,Infographiste / Monteur Vidéo,Metier
Interet_Sante,Santé,CentreInteret
Etudiant_P01317,P01317,Etudiant
Matiere_Structure_de_donnees,Structure de données,Matiere
Matiere_Theorie_des_jeux,Théorie des jeux,Matiere
Matiere_EPS,EPS,Matiere
Competence_Developpement_d_applications_web_et_mobile_multimedia,Développement d'applications web et mobile multimédia,CompetenceDisciplinaire
Matiere_Bio_Informatique,Bio-Informatique,Matiere
Prerequis_Baccalaureat_serie_MEMA,Baccalauréat série MEMA,Prerequis
Metier_Ingenieur_en_genie_des_procedes_chimiques,Ingénieur en génie des procédés chimiques,Metier
Competence_Gestion_environnementale_des_sites_touristiques_et_eco_marine,Gestion environnementale des sites touristiques et éco-marine,CompetenceDisciplinaire
Metier_Ingenieur_en_electrotechnique_Electromecanicien,Ingénieur en électrotechnique / Électromécanicien,Metier
Metier_Responsable_commercial_Business_Developer,Responsable commercial / Business Developer,Metier
Competence_Developpement_d_architectures_logicielles_et_integration_d_IA,Développement d'architectures logicielles et intégration d'IA,CompetenceDisciplinaire
Interet_Reseaux_sociaux,Réseaux sociaux,CentreInteret
developpe,développe,
Competence,Compétence,
Metier_Ingenieur_en_telecommunications,Ingénieur en télécommunications,Metier
Metier_Ingenieur_de_production_en_industrie_agroalimentaire,Ingénieur de production en industrie agroalimentaire,Metier
Matiere_Protection_integree_des_cultures_et_denrees,Protection intégrée des cultures et denrées,Matiere
Matiere_Droit_penal,Droit pénal,Matiere
Competence_Design_d_interfaces_graphiques_et_experience_utilisateur_UI_UX,Design d'interfaces graphiques et expérience utilisateur (UI/UX),CompetenceDisciplinaire
Matiere_Droit_administratif,Droit administratif,Matiere
Metier_Ingenieur_Agronome,Ingénieur Agronome,Metier
Matiere_Constructions_Metalliques,Constructions Métalliques,Matiere
Matiere_Gestion_financiere,Gestion financiere,Matiere
Metier_Chef_de_projet_communication_digitale,Chef de projet communication digitale,Metier
Competence_Communication_Langues,Communication & Langues,CompetenceDisciplinaire
Matiere_Art_culinaire,Art culinaire,Matiere
Matiere_Elasticite_et_plasticite,Elasticité et plasticité,Matiere
aSerieBac,a pour série de bac,
Competence_Gestion_previsionnelle,Gestion prévisionnelle,CompetenceDisciplinaire
Metier_Chercheur_en_biotechnologie_vegetale_et_sante,Chercheur en biotechnologie végétale et santé,Metier
Matiere_Physique_Chimie,Physique Chimie,Matiere
Competence_Systemes_embarques_IoT,Systèmes embarqués & IoT,CompetenceDisciplinaire
Matiere_Geographie_Rurale,Géographie Rurale,Matiere
Metier_Directeur_ou_gestionnaire_d_etablissement_hotelier_Restaurant,Directeur ou gestionnaire d'établissement hôtelier / Restaurant,Metier
Competence_Architecture_ARCHICAD,Architecture & ARCHICAD,CompetenceDisciplinaire
Matiere_Biochimie_medicale,Biochimie médicale,Matiere
Matiere_Ecotourisme,Ecotourisme,Matiere
Metier_Consultant_en_agroecologie_et_environnement,Consultant en agroécologie et environnement,Metier
Competence_Maintenance_industrielle_pluridisciplinaire_mecanique_electrique_froid,"Maintenance industrielle pluridisciplinaire (mécanique, électrique, froid)",CompetenceDisciplinaire
Metier_Chef_de_projet_informatique,Chef de projet informatique,Metier
Mention_Tourisme,Tourisme,Mention
Metier_Manager_de_PME_PMI,Manager de PME/PMI,Metier
Interet_Musique,Musique,CentreInteret
Metier_Consultant_en_systemes_d_information_et_IA,Consultant en systèmes d'information et IA,Metier
Competence_Redaction_d_actes_juridiques_de_contrats_commerciaux_et_sociaux,"Rédaction d'actes juridiques, de contrats commerciaux et sociaux",CompetenceDisciplinaire
Matiere_Econometrie,Econometrie,Matiere
Matiere_Finance_publique,Finance publique,Matiere
Matiere_Hydrobiologie,Hydrobiologie,Matiere
Matiere_Bacteriologie,Bactériologie,Matiere
Competence_Design_UI_UX_Web,Design UI/UX & Web,CompetenceDisciplinaire
Competence_Marketing_Negociation,Marketing & Négociation,CompetenceDisciplinaire
Matiere_Structures_des_ordinateurs,Structures des ordinateurs,Matiere
Prerequis_Baccalaureat_serie_CG,Baccalauréat série CG,Prerequis
Interet_Actualite_et_politique,Actualité et politique,CentreInteret
Interet_Robotique,Robotique,CentreInteret
Matiere_Informatique_Decisionnelle,Informatique Décisionnelle,Matiere
Metier_Expert_en_reseaux_de_transmission_et_nouveaux_medias,Expert en réseaux de transmission et nouveaux médias,Metier
Competence_Maintenance_avancee_de_systemes_electroniques_et_hardware,Maintenance avancée de systèmes électroniques et hardware,CompetenceDisciplinaire
Matiere_Gestion_hoteliere,Gestion hôteliere,Matiere
Competence_Organisation_des_entreprises,Organisation des entreprises,CompetenceDisciplinaire
Matiere_Gestion_de_chantier,Gestion de chantier,Matiere
Matiere_Mecanique_rationnelle,Mécanique rationnelle,Matiere
Competence_creativite,créativité,CompetenceTransversale
Competence_Gestion_des_litiges_commerciaux_contentieux_et_procedures_collectives,"Gestion des litiges commerciaux, contentieux et procédures collectives",CompetenceDisciplinaire
Matiere_Petits_ruminants,Petits ruminants,Matiere
Matiere_Geologie_de_Madagascar,Géologie de Madagascar,Matiere
Etudiant_P00826,P00826,Etudiant
Etudiant_P00550,P00550,Etudiant
Mention,Mention,
Mention_Biotechnologie_et_Agronomie,Biotechnologie et Agronomie,Mention
Competence_Traitement_du_signal_Automatique,Traitement du signal & Automatique,CompetenceDisciplinaire
Matiere_Physiopathologie,Physiopathologie,Matiere
Matiere_Metallurgie,Metallurgie,Matiere
Matiere_Anatomie_et_physiologie_humaine,Anatomie et physiologie humaine,Matiere
Matiere_Chimie_Organique,Chimie Organique,Matiere
Metier_Juriste_d_entreprise,Juriste d'entreprise,Metier
Competence_Integration_de_solutions_IoT_et_objets_connectes,Intégration de solutions IoT et objets connectés,CompetenceDisciplinaire
Matiere_Geometrie_Analytique,Geometrie Analytique,Matiere
Metier_Responsable_de_planification_strategique_et_economique,Responsable de planification stratégique et économique,Metier
possede,possède,
Competence_Fabrication_pharmaceutique,Fabrication pharmaceutique,CompetenceDisciplinaire
Metier_Responsable_de_production,Responsable de production,Metier
Matiere_Systemes_Multi_Agents,Systèmes Multi-Agents,Matiere
Metier_Charge_de_R_D_alimentaire,Chargé de R&D alimentaire,Metier
Matiere_Geotechnie,Géotechnie,Matiere
Competence_Analyse_physico_chimique_et_controle_qualite_en_laboratoire,Analyse physico-chimique et contrôle qualité en laboratoire,CompetenceDisciplinaire
Matiere_Securite_alimentaire,Securité alimentaire,Matiere
Competence_Analyse_phytochimique_et_valorisation_scientifique_des_plantes_medicinales,Analyse phytochimique et valorisation scientifique des plantes médicinales,CompetenceDisciplinaire
Competence_Developpement_IA_Deep_Learning,Développement IA & Deep Learning,CompetenceDisciplinaire
Interet_Industrie,Industrie,CentreInteret
Metier_Technicien_ou_Ingenieur_de_laboratoire_medical_industriel,Technicien ou Ingénieur de laboratoire médical / industriel,Metier
Metier_Ingenieur_systeme_et_reseau,Ingénieur système et réseau,Metier
Competence_HSE_Risques_industriels,HSE & Risques industriels,CompetenceDisciplinaire
Interet_Economie,Économie,CentreInteret
Prerequis_Baccalaureat_serie_OSE,Baccalauréat série OSE,Prerequis
Matiere_Maintenance_des_Systemes_Informatiques_Hardware,Maintenance des Systèmes Informatiques Hardware,Matiere
Matiere_Technologie_des_materiaux,Technologie des materiaux,Matiere
Competence_Optimisation_des_rendements_agricoles_et_gestion_durable_des_sols,Optimisation des rendements agricoles et gestion durable des sols,CompetenceDisciplinaire
Matiere_Biochimie_alimentaire,Biochimie alimentaire,Matiere
Competence_Communication_touristique_et_pratique_des_langues_etrangeres_Anglais_Allemand_Fr,"Communication touristique et pratique des langues étrangères (Anglais, Allemand, Français)",CompetenceDisciplinaire
Etudiant_P00047,P00047,Etudiant
Prerequis_Technique_agricole_elevage,Technique agricole / élevage,Prerequis
Prerequis_Baccalaureat_serie_TAMB,Baccalauréat série TAMB,Prerequis
Matiere_Gestion_budgetaire,Gestion budgetaire,Matiere
Competence_Expertise_en_electronique_de_puissance_et_microcontroleurs,Expertise en électronique de puissance et microcontrôleurs,CompetenceDisciplinaire
Metier_Ingenieur_IA_Consultant_IA,Ingénieur IA / Consultant IA,Metier
Competence_Elaboration_et_mise_en_uvre_de_strategies_marketing_et_commerciales,Élaboration et mise en œuvre de stratégies marketing et commerciales,CompetenceDisciplinaire
Matiere_Amenagement_aeroportuaire,Aménagement aéroportuaire,Matiere
Matiere_Droit_constitutionnel,Droit constitutionnel,Matiere
Metier_Gestionnaire_de_sites_proteges_ou_de_parcs_naturels,Gestionnaire de sites protégés ou de parcs naturels,Metier
Matiere_Gestion_d_entreprise,Gestion d'entreprise,Matiere
Matiere_Science_des_aliments,Science des aliments,Matiere
Matiere_Topographie,Topographie,Matiere
Mention_Droit_et_Techniques_des_Affaires,Droit et Techniques des Affaires,Mention
Matiere_Droit_de_la_communication,Droit de la communication,Matiere
Competence_Conception_promotion_et_vente_de_produits_touristiques_et_ecotouristiques,"Conception, promotion et vente de produits touristiques et écotouristiques",CompetenceDisciplinaire
Matiere_Amenagement_portuaire,Amenagement portuaire,Matiere
preparePar,preparePar,
Matiere_Biologie_cellulaire,Biologie cellulaire,Matiere
Competence_Analyse_de_donnees_economiques_et_financieres_pour_la_decision,Analyse de données économiques et financières pour la décision,CompetenceDisciplinaire
Etudiant_P00460,P00460,Etudiant
Matiere_Marketing_international, Marketing international,Matiere
Matiere_Nutrition_humaine,Nutrition humaine,Matiere
Matiere_Droit_Minier,Droit Minier,Matiere
Competence_Analyses_en_laboratoire,Analyses en laboratoire,CompetenceDisciplinaire
Interet_Debat_et_droit,Débat et droit,CentreInteret
Competence_Analyse_statistique_complexe_et_probabilites_appliquees,Analyse statistique complexe et probabilités appliquées,CompetenceDisciplinaire
Metier_Ingenieur_de_production,Ingénieur de production,Metier
Mention_Genie_Civil_et_Architecture,Génie Civil et Architecture,Mention
Matiere_Biologie_Cellulaire,Biologie Cellulaire,Matiere
Matiere_Viandes,Viandes,Matiere
Competence_Gestion_des_risques_industriels_securite_HSE_et_environnementaux,"Gestion des risques industriels, sécurité (HSE) et environnementaux",CompetenceDisciplinaire
Competence_Normes_HACCP_Microbiologie,Normes HACCP & Microbiologie,CompetenceDisciplinaire
Mention_Informatique_et_Telecommunications,Informatique et Télécommunications,Mention
Competence_Transformation_agroalimentaire,Transformation agroalimentaire,CompetenceDisciplinaire
Matiere_Culture_industrielle,Culture industrielle,Matiere
Competence_Analyse_financiere_gestion_budgetaire_et_comptabilite_financiere,"Analyse financière, gestion budgétaire et comptabilité financière",CompetenceDisciplinaire
Competence_Gestion_de_projets_informatiques_et_ingenierie_logicielle,Gestion de projets informatiques et ingénierie logicielle,CompetenceDisciplinaire
Etudiant_P00475,P00475,Etudiant
Matiere_Negociaiton_commerciale,Negociaiton commerciale,Matiere
Matiere_Virologie_medicale,Virologie medicale,Matiere
Matiere_Geometrie_analytique,Géometrie analytique,Matiere
Matiere_Travail_Audiovisuel,Travail Audiovisuel,Matiere
Metier_Urbaniste_Expert_amenagement,Urbaniste / Expert aménagement,Metier
Competence_Biochimie_R_D,Biochimie & R&D,CompetenceDisciplinaire
Competence_Culture_industrielle_de_rente,Culture industrielle & de rente,CompetenceDisciplinaire
Matiere_Calcul_des_structures,Calcul des structures,Matiere
Matiere_Droit_foncier,Droit foncier,Matiere
Matiere_emballage_alimentaire,emballage alimentaire,Matiere
Interet_Animaux,Animaux,CentreInteret
Metier_Ingenieur_en_genie_civil_specialise_routes_ponts_hydraulique,"Ingénieur en génie civil spécialisé (routes, ponts, hydraulique)",Metier
Matiere_Codage,Codage,Matiere
Matiere_Machine_Learning,Machine Learning,Matiere
Matiere_Pisciculture,Pisciculture,Matiere
Competence_CAO_AutoCAD,CAO / AutoCAD,CompetenceDisciplinaire
Metier_Directeur_d_etablissement_hotelier,Directeur d'établissement hôtelier,Metier
Matiere_Grafcet,Grafcet,Matiere
Metier_Conducteur_de_travaux_Chef_de_chantier,Conducteur de travaux / Chef de chantier,Metier
Competence_Administration_et_optimisation_de_bases_de_donnees_SGBDR,Administration et optimisation de bases de données (SGBDR),CompetenceDisciplinaire
Interet_Environnement,Environnement,CentreInteret
Metier_Analyste_economique,Analyste économique,Metier
Matiere_Theorie_des_Signals,Théorie des Signals,Matiere
Metier_Manager_d_agence_de_voyage,Manager d'agence de voyage,Metier
Competence_Modelisation_UML_Merise,Modélisation UML/Merise,CompetenceDisciplinaire
Source,Source documentaire,
Matiere_Chimie_minerale,Chimie minerale,Matiere
Matiere_Physique_nucleaire,Physique nucléaire,Matiere
Matiere_Global_System_for_Mobile_Communication,Global System for Mobile Communication,Matiere
Matiere_Ecologie_animale,Ecologie animale,Matiere
Metier_Developpeur_Full_Stack_Web_Mobile,Développeur Full-Stack (Web & Mobile),Metier
Metier_Charge_de_conformite_Compliance_Officer,Chargé de conformité (Compliance Officer),Metier
Matiere_Introduction_au_droit,Introduction au droit,Matiere
Metier_Planificateur_strategique_Business_Analyst,Planificateur stratégique / Business Analyst,Metier
Metier_Analyste_de_marche_Consultant_en_strategie_commerciale,Analyste de marché / Consultant en stratégie commerciale,Metier
Matiere_Agronomie,Agronomie,Matiere
Matiere_Nutrition_animale,Nutrition animale,Matiere
Competence_Maitrise_de_la_programmation_multi_langages_Java_C_PHP_JavaScript,"Maîtrise de la programmation multi-langages (Java, C#, PHP, JavaScript)",CompetenceDisciplinaire
Competence_Management_operationnel_et_strategique_en_hotellerie_et_restauration,Management opérationnel et stratégique en hôtellerie et restauration,CompetenceDisciplinaire
Metier_Juriste_specialise_en_ressources,Juriste spécialisé en ressources,Metier
Matiere_Microcontroleur,Microcontroleur,Matiere
Interet_Programmation,Programmation,CentreInteret
Metier_Analyste_Big_Data_Data_Architect,Analyste Big Data / Data Architect,Metier
Etudiant_P00199,P00199,Etudiant
Interet_Agriculture,Agriculture,CentreInteret
Matiere_Pharmacologie_generale,Pharmacologie generale,Matiere
Interet_Electronique,Électronique,CentreInteret
Competence_Informatique_Decisionnelle_BI,Informatique Décisionnelle (BI),CompetenceDisciplinaire
Metier_Administrateur_de_bases_de_donnees,Administrateur de bases de données,Metier
Matiere_Pharmacocinetique,Pharmacocinétique,Matiere
Matiere_Geologie_Appliquee,Géologie Appliquée,Matiere
Metier_Auditeur_financier_interne_externe,Auditeur financier interne / externe,Metier
Matiere_Marketing,Marketing,Matiere
aDateConsultation,aDateConsultation,
Matiere_Marketing_International,Marketing International,Matiere
Matiere_Droit_des_suretes,Droit des suretés,Matiere
Matiere_Economie_rurale,Economie rurale,Matiere
enseigne,enseigne,
Matiere_Thermodynamique,Thermodynamique,Matiere
aStatutSource,aStatutSource,
Matiere_Mines,Mines,Matiere
Matiere_Fabrication_mecanique,Fabrication mécanique,Matiere
Competence_Exploitation_extraction_et_raffinage_des_ressources_Mines_Petrole,"Exploitation, extraction et raffinage des ressources (Mines, Pétrole)",CompetenceDisciplinaire
Competence_Conception_et_mise_en_uvre_de_solutions_de_Business_Intelligence,Conception et mise en œuvre de solutions de Business Intelligence,CompetenceDisciplinaire
Competence_Gestion_d_exploitation_agricole,Gestion d'exploitation agricole,CompetenceDisciplinaire
Metier_Chef_d_exploitation,Chef d'exploitation,Metier
Metier_Concepteur_de_systemes_IoT_industriels_et_supervision,Concepteur de systèmes IoT industriels et supervision,Metier
CompetenceTransversale,Compétence transversale,
Competence_Gestion_stockage_et_traitement_de_donnees_massives_Big_Data,"Gestion, stockage et traitement de données massives (Big Data)",CompetenceDisciplinaire
Metier_Responsable_de_projet_rural,Responsable de projet rural,Metier
Matiere_Microbiologie_medicale,Microbiologie médicale,Matiere
Prerequis_Baccalaureat_serie_TAG,Baccalauréat série TAG,Prerequis
Metier_Chef_de_produit_touristique_Concepteur_de_circuits,Chef de produit touristique / Concepteur de circuits,Metier
Matiere_Science_et_technique_petrolieres,Science et technique petrolières,Matiere
Competence_Planification_strategique,Planification stratégique,CompetenceDisciplinaire
Metier_Specialiste_en_robotique_et_domotique,Spécialiste en robotique et domotique,Metier
Metier_Data_Scientist,Data Scientist,Metier
Competence_Genie_fermentaire_Pectines,Génie fermentaire & Pectines,CompetenceDisciplinaire
Interet_Architecture,Architecture,CentreInteret
estOrienteVers,est orienté vers (recommandation),
Interet_Voyage,Voyage,CentreInteret
Matiere_Pharmacotechnie,Pharmacotechnie,Matiere
Metier_Specialiste_en_maintenance_de_systemes_informatises,Spécialiste en maintenance de systèmes informatisés,Metier
estRequisePour,est requise pour,
Matiere_Technologie_des_froids,Technologie des froids,Matiere
Metier_Ingenieur_en_Bureau_d_Etudes_Structure_Dimensionnement,Ingénieur en Bureau d'Études (Structure / Dimensionnement),Metier
Metier_Consultant_en_strategie_economique,Consultant en stratégie économique,Metier
Matiere_Mine_avancee,Mine avancée,Matiere
Matiere_Route,Route,Matiere
Matiere_Publication_Assistee_par_Ordinateur,Publication Assistée par Ordinateur,Matiere
Matiere_Toxicologie_alimentaire,Toxicologie alimentaire,Matiere
Metier_Delegue_medical_expert,Délégué médical expert,Metier
Matiere_Traitement_des_eaux,Traitement des eaux,Matiere
Metier_Administrateur_des_ventes_Responsable_export,Administrateur des ventes / Responsable export,Metier
Competence_Controle_qualite_reglementation_et_pharmacotechnie,"Contrôle qualité, réglementation et pharmacotechnie",CompetenceDisciplinaire
Metier_Ingenieur_Genie_Logiciel,Ingénieur Génie Logiciel,Metier
Competence_Exploitation_miniere_Geologie,Exploitation minière & Géologie,CompetenceDisciplinaire
Prerequis_Baccalaureat_serie_PCBTP,Baccalauréat série PCBTP,Prerequis
Competence_Robotique_et_Domotique,Robotique et Domotique,CompetenceDisciplinaire
Interet_Cultures_du_monde,Cultures du monde,CentreInteret
Competence_Utilisation_de_l_IA_appliquee_aux_contenus_multimedias,Utilisation de l'IA appliquée aux contenus multimédias,CompetenceDisciplinaire
Matiere_Droit_social,Droit social,Matiere
Competence_Gestion_de_tresorerie_ingenierie_financiere_et_technique_bancaire,"Gestion de trésorerie, ingénierie financière et technique bancaire",CompetenceDisciplinaire
Competence_Gestion_de_la_production_et_supervision_de_processus_industriels,Gestion de la production et supervision de processus industriels,CompetenceDisciplinaire
Metier_Delegue_medical_Technico_commercial_en_pharmacie,Délégué médical / Technico-commercial en pharmacie,Metier
Matiere_Theorie_des_Signales,Théorie des Signales,Matiere
Matiere_phytochimie,phytochimie,Matiere
Competence_Administration_SGBDR,Administration SGBDR,CompetenceDisciplinaire
Matiere_Toxicologie_Generale,Toxicologie Générale,Matiere
Matiere_Physiologie_medicale,Physiologie médicale,Matiere
Matiere_Industrie_pharmaceutique,Industrie pharmaceutique,Matiere
Metier_UX_UI_Designer,UX/UI Designer,Metier
Competence_Technologies_de_l_information,Technologies de l'information,CompetenceDisciplinaire
Metier_Responsable_de_projet_developpement_rural_ONG_FAO_FIDA,Responsable de projet développement rural (ONG / FAO / FIDA),Metier
Prerequis_Baccalaureat_serie_TGC,Baccalauréat série TGC,Prerequis
Competence_Expertise_en_droit_foncier_minier_de_la_communication_et_des_douanes,"Expertise en droit foncier, minier, de la communication et des douanes",CompetenceDisciplinaire
Competence_Comptabilite_analytique_Finance,Comptabilité analytique & Finance,CompetenceDisciplinaire
Competence_Analyse_des_etats_financiers_et_aide_a_la_decision_d_investissement,Analyse des états financiers et aide à la décision d'investissement,CompetenceDisciplinaire
Matiere_Economie_internationale,Economie internationale,Matiere
Competence_Automatisme_Electrotechnique,Automatisme & Électrotechnique,CompetenceDisciplinaire
Matiere_Microbiologie,Microbiologie,Matiere
Competence_Architecture_et_administration_de_reseaux_informatiques_GSM_TCP_IP,"Architecture et administration de réseaux informatiques (GSM, TCP/IP)",CompetenceDisciplinaire
Prerequis_Baccalaureat_serie_TTER,Baccalauréat série TTER,Prerequis
Competence_Maitrise_de_la_pharmacologie_moleculaire_cellulaire_et_des_grandes_fonctions,"Maîtrise de la pharmacologie moléculaire, cellulaire et des grandes fonctions",CompetenceDisciplinaire
Prerequis_Baccalaureat_serie_TMF,Baccalauréat série TMF,Prerequis
Competence_Mise_en_uvre_de_pratiques_d_agroecologie_et_d_agriculture_biologique,Mise en œuvre de pratiques d'agroécologie et d'agriculture biologique,CompetenceDisciplinaire
Metier_Ingenieur_Minier,Ingénieur Minier,Metier
Metier_Chercheur_en_phyto_medicaments,Chercheur en phyto-médicaments,Metier
Interet_Technologie,Technologie,CentreInteret
Prerequis_Baccalaureat_serie_TGI,Baccalauréat série TGI,Prerequis
Metier_Ingenieur_formulation,Ingénieur formulation,Metier
Matiere_Droit_des_societes,Droit des sociétés,Matiere
Competence_Recherche_et_Developpement_R_D_de_nouveaux_produits_alimentaires,Recherche et Développement (R&D) de nouveaux produits alimentaires,CompetenceDisciplinaire
Competence_Expertise_en_zootechnie_pisciculture_et_elevage_specialise,"Expertise en zootechnie, pisciculture et élevage spécialisé",CompetenceDisciplinaire
Competence_Conception_assistee_par_ordinateur_AutoCAD_et_dimensionnement_mecanique,Conception assistée par ordinateur (AutoCAD) et dimensionnement mécanique,CompetenceDisciplinaire
Competence_Administration_reseaux_GSM_etc,"Administration réseaux (GSM, etc.)",CompetenceDisciplinaire
Matiere_Agriculture_biologique,Agriculture biologique,Matiere
Matiere_Culture_vivriere,Culture vivrière,Matiere
Matiere_GPI,GPI,Matiere
Matiere_Matieres_grasses,Matieres grasses,Matiere
Competence_Gestion_de_laboratoire_d_analyses_medicales_et_industrielles,Gestion de laboratoire d'analyses médicales et industrielles,CompetenceDisciplinaire
Competence_Production_Audiovisuelle_PAO,Production Audiovisuelle & PAO,CompetenceDisciplinaire
Matiere_Droit_civil,Droit civil,Matiere
Metier_Manager_d_agence_de_voyage_Tour_operateur,Manager d'agence de voyage / Tour-opérateur,Metier
Competence_Ingenierie_logicielle_POO,Ingénierie logicielle & POO,CompetenceDisciplinaire
Matiere_Electronique_de_puissance,Electronique de puissance,Matiere
Metier_Auditeur_sanitaire,Auditeur sanitaire,Metier
Matiere_Technologie_des_proteines,Technologie des proteines,Matiere
Competence_Pharmacologie_Galenique,Pharmacologie & Galénique,CompetenceDisciplinaire
Interet_Construction,Construction,CentreInteret
Metier_Responsable_Securite_et_Environnement,Responsable Sécurité et Environnement,Metier
Prerequis_Baccalaureat_serie_TOM,Baccalauréat série TOM,Prerequis
Competence_Gestion_de_production_industrielle,Gestion de production industrielle,CompetenceDisciplinaire
Metier_Ingenieur_en_genie_logiciel_Architecte_logiciel,Ingénieur en génie logiciel / Architecte logiciel,Metier
Competence_Traitement_du_signal_automatique_et_robotique_industrielle,"Traitement du signal, automatique et robotique industrielle",CompetenceDisciplinaire
Metier_Specialiste_en_valorisation_des_ressources_naturelles_Phyto_medicaments,Spécialiste en valorisation des ressources naturelles (Phyto-médicaments),Metier
Competence_Expertise_en_comptabilite_generale_analytique_et_financiere,"Expertise en comptabilité générale, analytique et financière",CompetenceDisciplinaire
Interet_Urbanisme,Urbanisme,CentreInteret
Matiere_Microeconomie,Microeconomie,Matiere
Metier_Ingenieur_minier_supervision_d_extraction_traitement,Ingénieur minier (supervision d'extraction/traitement),Metier
Competence_Conduite_de_systemes_de_productions_vegetales_et_animales_modernes,Conduite de systèmes de productions végétales et animales modernes,CompetenceDisciplinaire
Matiere_Pharmacologie,Pharmacologie,Matiere
Prerequis_Baccalaureat_serie_TEV,Baccalauréat série TEV,Prerequis
Competence_Pilotage_planification_et_evaluation_de_projets_complexes,"Pilotage, planification et évaluation de projets complexes",CompetenceDisciplinaire
Matiere_Amenagement_hydroagricole,Amenagement hydroagricole,Matiere
Matiere_Metre,Métré,Matiere
Competence_Biochimie_Microbiologie_medicale,Biochimie & Microbiologie médicale,CompetenceDisciplinaire
Metier_Chef_de_projet,Chef de projet,Metier
Metier_Expert_en_transformation_digitale,Expert en transformation digitale,Metier
Metier_Conseiller_agricole_Technicien_de_vulgarisation,Conseiller agricole / Technicien de vulgarisation,Metier
Competence_Semiologie_Physiopathologie,Sémiologie & Physiopathologie,CompetenceDisciplinaire
Metier_Ingenieur_Petrolier,Ingénieur Pétrolier,Metier
Metier_Architecte_Reseaux,Architecte Réseaux,Metier
